NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
17,19,Biomarker,C0162568,Erythropoietic Protoporphyria,disease,EPP,2235,FECH,FECH,CTD_human,15284838,Erythropoietic protoporphyria (EPP) is an inherited defect of the ferrochelatase (FECH) gene characterized by the accumulation of toxic protoporphyrin in the liver and bone marrow resulting in severe skin photosensitivity.,0.7309188263104691,"<span class=""disease"" id=""15284838-1-0-29"">Erythropoietic protoporphyria</span> (<span class=""disease"" id=""15284838-1-31-34"">EPP</span>) is an inherited defect of the <span class=""gene"" id=""15284838-1-66-80"">ferrochelatase</span> (<span class=""gene"" id=""15284838-1-82-86"">FECH</span>) gene characterized by the accumulation of toxic protoporphyrin in the liver and bone marrow resulting in severe skin photosensitivity.",CTD_human;ORPHANET;UNIPROT
17,19,Biomarker,C0162568,Erythropoietic Protoporphyria,disease,EPP,2235,FECH,FECH,CTD_human,12950064,"Erythropoietic protoporphyria (EPP) is an inherited disease characterised by a ferrochelatase (FECH) deficiency, the latest enzyme of the heme biosynthetic pathway, leading to the accumulation of toxic protoporphyrin in the liver, bone marrow and spleen.",0.7309188263104691,"<span class=""disease"" id=""12950064-1-0-29"">Erythropoietic protoporphyria</span> (<span class=""disease"" id=""12950064-1-31-34"">EPP</span>) is an inherited disease characterised by a <span class=""gene"" id=""12950064-1-79-93"">ferrochelatase</span> (<span class=""gene"" id=""12950064-1-95-99"">FECH</span>) deficiency, the latest enzyme of the heme biosynthetic pathway, leading to the accumulation of toxic protoporphyrin in the liver, bone marrow and spleen.",CTD_human;ORPHANET;UNIPROT
17,19,Therapeutic,C0162568,Erythropoietic Protoporphyria,disease,erythropoietic protoporphyria,2235,FECH,ferrochelatase,CTD_human,10464147,Reduced activity of ferrochelatase in erythropoietic protoporphyria (EPP) results in protoporphyrin (PP) accumulation in erythrocytes and liver.,0.7309188263104691,"Reduced activity of <span class=""gene"" id=""10464147-1-20-34"">ferrochelatase</span> in <span class=""disease"" id=""10464147-1-38-67"">erythropoietic protoporphyria</span> (EPP) results in protoporphyrin (PP) accumulation in erythrocytes and liver.",CTD_human;ORPHANET;UNIPROT
17,19,Therapeutic,C0162568,Erythropoietic Protoporphyria,disease,EPP,2235,FECH,FECH,CTD_human,15284838,Erythropoietic protoporphyria (EPP) is an inherited defect of the ferrochelatase (FECH) gene characterized by the accumulation of toxic protoporphyrin in the liver and bone marrow resulting in severe skin photosensitivity.,0.7309188263104691,"<span class=""disease"" id=""15284838-1-0-29"">Erythropoietic protoporphyria</span> (<span class=""disease"" id=""15284838-1-31-34"">EPP</span>) is an inherited defect of the <span class=""gene"" id=""15284838-1-66-80"">ferrochelatase</span> (<span class=""gene"" id=""15284838-1-82-86"">FECH</span>) gene characterized by the accumulation of toxic protoporphyrin in the liver and bone marrow resulting in severe skin photosensitivity.",CTD_human;ORPHANET;UNIPROT
17,19,Therapeutic,C0162568,Erythropoietic Protoporphyria,disease,erythropoietic protoporphyria,2235,FECH,ferrochelatase,CTD_human,15793285,BALB/c Fech(m1Pas) mice have a mutated ferrochelatase gene resulting in protoporphyria that models the hepatic injury occurring sporadically in human erythropoietic protoporphyria.,0.7309188263104691,"BALB/c Fech(m1Pas) mice have a mutated <span class=""gene"" id=""15793285-1-39-53"">ferrochelatase</span> gene resulting in <span class=""disease"" id=""15793285-1-72-86"">protoporphyria</span> that models the hepatic injury occurring sporadically in human <span class=""disease"" id=""15793285-1-150-179"">erythropoietic protoporphyria</span>.",CTD_human;ORPHANET;UNIPROT
17,19,Therapeutic,C0162568,Erythropoietic Protoporphyria,disease,EPP,2235,FECH,Ferrochelatase,CTD_human,17600043,Ferrochelatase-deficient (fch/fch) mice are an animal model for human EPP.,0.7309188263104691,"<span class=""gene"" id=""17600043-2-0-14"">Ferrochelatase</span>-deficient (fch/fch) mice are an animal model for human <span class=""disease"" id=""17600043-2-70-73"">EPP</span>.",CTD_human;ORPHANET;UNIPROT
17,19,Biomarker,C0162568,Erythropoietic Protoporphyria,disease,erythropoietic protoporphyria,2235,FECH,ferrochelatase,CTD_human,15793285,BALB/c Fech(m1Pas) mice have a mutated ferrochelatase gene resulting in protoporphyria that models the hepatic injury occurring sporadically in human erythropoietic protoporphyria.,0.7309188263104691,"BALB/c Fech(m1Pas) mice have a mutated <span class=""gene"" id=""15793285-1-39-53"">ferrochelatase</span> gene resulting in <span class=""disease"" id=""15793285-1-72-86"">protoporphyria</span> that models the hepatic injury occurring sporadically in human <span class=""disease"" id=""15793285-1-150-179"">erythropoietic protoporphyria</span>.",CTD_human;ORPHANET;UNIPROT
17,19,Therapeutic,C0162568,Erythropoietic Protoporphyria,disease,EPP,2235,FECH,FECH,CTD_human,12950064,"Erythropoietic protoporphyria (EPP) is an inherited disease characterised by a ferrochelatase (FECH) deficiency, the latest enzyme of the heme biosynthetic pathway, leading to the accumulation of toxic protoporphyrin in the liver, bone marrow and spleen.",0.7309188263104691,"<span class=""disease"" id=""12950064-1-0-29"">Erythropoietic protoporphyria</span> (<span class=""disease"" id=""12950064-1-31-34"">EPP</span>) is an inherited disease characterised by a <span class=""gene"" id=""12950064-1-79-93"">ferrochelatase</span> (<span class=""gene"" id=""12950064-1-95-99"">FECH</span>) deficiency, the latest enzyme of the heme biosynthetic pathway, leading to the accumulation of toxic protoporphyrin in the liver, bone marrow and spleen.",CTD_human;ORPHANET;UNIPROT
17,19,Biomarker,C0162568,Erythropoietic Protoporphyria,disease,erythropoietic protoporphyria,2235,FECH,ferrochelatase,CTD_human,10464147,Reduced activity of ferrochelatase in erythropoietic protoporphyria (EPP) results in protoporphyrin (PP) accumulation in erythrocytes and liver.,0.7309188263104691,"Reduced activity of <span class=""gene"" id=""10464147-1-20-34"">ferrochelatase</span> in <span class=""disease"" id=""10464147-1-38-67"">erythropoietic protoporphyria</span> (EPP) results in protoporphyrin (PP) accumulation in erythrocytes and liver.",CTD_human;ORPHANET;UNIPROT
17,19,Biomarker,C0162568,Erythropoietic Protoporphyria,disease,EPP,2235,FECH,Ferrochelatase,CTD_human,17600043,Ferrochelatase-deficient (fch/fch) mice are an animal model for human EPP.,0.7309188263104691,"<span class=""gene"" id=""17600043-2-0-14"">Ferrochelatase</span>-deficient (fch/fch) mice are an animal model for human <span class=""disease"" id=""17600043-2-70-73"">EPP</span>.",CTD_human;ORPHANET;UNIPROT
6,49,Biomarker,C0037231,Sjogren-Larsson Syndrome,disease,Sj?gren-Larsson syndrome,224,ALDH3A2,FALDH,CTD_human,16837225,Bezafibrate induces FALDH in human fibroblasts; implications for Sj?gren-Larsson syndrome.,0.637116974565184,"Bezafibrate induces <span class=""gene"" id=""16837225-0-20-25"">FALDH</span> in human fibroblasts; implications for <span class=""disease"" id=""16837225-0-65-89"">Sj&ouml;gren-Larsson syndrome</span>.",CTD_human;ORPHANET;UNIPROT
6,14,Biomarker,C0175701,Aarskog syndrome,disease,Aarskog-Scott syndrome,2245,FGD1,FGD1,CTD_human,14560308,Phenotypic and molecular characterisation of the Aarskog-Scott syndrome: a survey of the clinical variability in light of FGD1 mutation analysis in 46 patients.,0.6079670767421801,"Phenotypic and molecular characterisation of the <span class=""disease"" id=""14560308-0-49-71"">Aarskog-Scott syndrome</span>: a survey of the clinical variability in light of <span class=""gene"" id=""14560308-0-122-126"">FGD1</span> mutation analysis in 46 patients.",CTD_human;ORPHANET;UNIPROT
6,14,Biomarker,C0175701,Aarskog syndrome,disease,Aarskog syndrome,2245,FGD1,FGD1,CTD_human,11093277,Two novel mutations confirm FGD1 is responsible for the Aarskog syndrome.,0.6079670767421801,"Two novel mutations confirm <span class=""gene"" id=""11093277-0-28-32"">FGD1</span> is responsible for the <span class=""disease"" id=""11093277-0-56-72"">Aarskog syndrome</span>.",CTD_human;ORPHANET;UNIPROT
6,14,Biomarker,C0175701,Aarskog syndrome,disease,Aarskog-Scott syndrome,2245,FGD1,FGD1,CTD_human,10930571,A mutation in the pleckstrin homology (PH) domain of the FGD1 gene in an Italian family with faciogenital dysplasia (Aarskog-Scott syndrome).,0.6079670767421801,"A mutation in the pleckstrin homology (PH) domain of the <span class=""gene"" id=""10930571-0-57-61"">FGD1</span> gene in an Italian family with <span class=""disease"" id=""10930571-0-93-115"">faciogenital dysplasia</span> (<span class=""disease"" id=""10930571-0-117-139"">Aarskog-Scott syndrome</span>).",CTD_human;ORPHANET;UNIPROT
6,14,Biomarker,C0175701,Aarskog syndrome,disease,FGDY,2245,FGD1,FGD1,CTD_human,7954831,These results provide compelling evidence that FGD1 is responsible for FGDY and suggest that FGD1 is a Rho/RacGEF involved in mammalian development.,0.6079670767421801,"These results provide compelling evidence that <span class=""gene"" id=""7954831-6-47-51"">FGD1</span> is responsible for <span class=""disease"" id=""7954831-6-71-75"">FGDY</span> and suggest that <span class=""gene"" id=""7954831-6-93-97"">FGD1</span> is a Rho/RacGEF involved in mammalian development.",CTD_human;ORPHANET;UNIPROT
6,14,Biomarker,C0175701,Aarskog syndrome,disease,Aarskog-Scott syndrome,2245,FGD1,FGD1,CTD_human,17152066,Unusually severe expression of craniofacial features in Aarskog-Scott syndrome due to a novel truncating mutation of the FGD1 gene.,0.6079670767421801,"Unusually severe expression of craniofacial features in <span class=""disease"" id=""17152066-0-56-78"">Aarskog-Scott syndrome</span> due to a novel truncating mutation of the <span class=""gene"" id=""17152066-0-121-125"">FGD1</span> gene.",CTD_human;ORPHANET;UNIPROT
1,0,Biomarker,C1136249,"Mental Retardation, X-Linked",disease,X-linked mental retardation,2245,FGD1,FGD1,CTD_human,11940089,Non-syndromic X-linked mental retardation associated with a missense mutation (P312L) in the FGD1 gene.,0.20300763924902696,"Non-syndromic <span class=""disease"" id=""11940089-0-14-41"">X-linked mental retardation</span> associated with a missense mutation (P312L) in the <span class=""gene"" id=""11940089-0-93-97"">FGD1</span> gene.",CTD_human
1,0,Biomarker,C1263846,Attention deficit hyperactivity disorder,disease,ADHD,2245,FGD1,FGD1,CTD_human,15809997,Attention-deficit/hyperactivity disorder (ADHD) and variable clinical expression of Aarskog-Scott syndrome due to a novel FGD1 gene mutation (R408Q).,0.400549453568426,"<span class=""disease"" id=""15809997-0-0-40"">Attention-deficit/hyperactivity disorder</span> (<span class=""disease"" id=""15809997-0-42-46"">ADHD</span>) and variable clinical expression of Aarskog-Scott syndrome due to a novel <span class=""gene"" id=""15809997-0-122-126"">FGD1</span> gene mutation (R408Q).",CTD_human;HPO
1,0,Biomarker,C0023418,leukemia,disease,leukemia,2246,FGF1,FGF1,CTD_human,17219402,"Zebrafish fgf1 is syntenic to human FGF1, which maps to a critically deleted region in human del(5q) syndrome posing an increased risk of leukemia to patients.",0.200274726784213,"Zebrafish <span class=""gene"" id=""17219402-7-10-14"">fgf1</span> is syntenic to human <span class=""gene"" id=""17219402-7-36-40"">FGF1</span>, which maps to a critically deleted region in human del(5q) syndrome posing an increased risk of <span class=""disease"" id=""17219402-7-138-146"">leukemia</span> to patients.",CTD_human
1,0,Biomarker,C0025500,Mesothelioma,disease,MM,2246,FGF1,FGF-1,CTD_human,15878867,"Treatment of MM cells with egr-1 short interfering RNA suppressed proliferation, which was overridden by exogenously added recombinant FGF-1 and, in particular, FGF-2.",0.20054945356842604,"Treatment of <span class=""disease"" id=""15878867-6-13-15"">MM</span> cells with egr-1 short interfering RNA suppressed proliferation, which was overridden by exogenously added recombinant <span class=""gene"" id=""15878867-6-135-140"">FGF-1</span> and, in particular, FGF-2.",CTD_human
1,0,Biomarker,C0011581,Depressive disorder,disease,depression,2247,FGF2,FGF-2,CTD_human,16861106,"We found raised measures of FGFR1 mRNA+ in major depression and, less so, in schizophrenia, along with reduced FGF-2 mRNA density in depression.",0.200274726784213,"We found raised measures of FGFR1 mRNA+ in major depression and, less so, in schizophrenia, along with reduced <span class=""gene"" id=""16861106-10-111-116"">FGF-2</span> mRNA density in <span class=""disease"" id=""16861106-10-133-143"">depression</span>.",CTD_human
1,0,Biomarker,C0014549,Tonic-Clonic Epilepsy,disease,tonic-clonic convulsions,2247,FGF2,FGF-2,CTD_human,16023256,"At 4 h following pilocarpine-induced seizures, expression of NGF, BDNF, HB-EGF, and FGF-2 increased only in the mice manifesting tonic-clonic convulsions and not in mice without seizures.",0.2,"At 4 h following pilocarpine-induced seizures, expression of NGF, BDNF, HB-EGF, and <span class=""gene"" id=""16023256-5-84-89"">FGF-2</span> increased only in the mice manifesting <span class=""disease"" id=""16023256-5-129-153"">tonic-clonic convulsions</span> and not in mice without seizures.",CTD_human
1,0,Biomarker,C0022658,Kidney Diseases,group,nephropathy,2247,FGF2,FGF2,CTD_human,8995747,Changes in glomerular epithelial cells induced by FGF2 and FGF2 neutralizing antibody in puromycin aminonucleoside nephropathy.,0.201098907136852,"Changes in glomerular epithelial cells induced by <span class=""gene"" id=""8995747-0-50-54"">FGF2</span> and <span class=""gene"" id=""8995747-0-59-63"">FGF2</span> neutralizing antibody in puromycin aminonucleoside <span class=""disease"" id=""8995747-0-115-126"">nephropathy</span>.",CTD_human
1,0,Biomarker,C0025500,Mesothelioma,disease,MM,2247,FGF2,FGF-2,CTD_human,15878867,"Treatment of MM cells with egr-1 short interfering RNA suppressed proliferation, which was overridden by exogenously added recombinant FGF-1 and, in particular, FGF-2.",0.203557092817453,"Treatment of <span class=""disease"" id=""15878867-6-13-15"">MM</span> cells with egr-1 short interfering RNA suppressed proliferation, which was overridden by exogenously added recombinant FGF-1 and, in particular, <span class=""gene"" id=""15878867-6-161-166"">FGF-2</span>.",CTD_human
1,0,Therapeutic,C0036572,Seizures,phenotype,seizures,2247,FGF2,FGF-2,CTD_human,21269288,Localized overexpression of FGF-2 and BDNF in hippocampus reduces mossy fiber sprouting and spontaneous seizures up to 4 weeks after pilocarpine-induced status epilepticus.,0.200274726784213,"Localized overexpression of <span class=""gene"" id=""21269288-0-28-33"">FGF-2</span> and BDNF in hippocampus reduces mossy fiber sprouting and spontaneous <span class=""disease"" id=""21269288-0-104-112"">seizures</span> up to 4 weeks after pilocarpine-induced status epilepticus.",CTD_human
1,0,Biomarker,C0085109,Corneal Neovascularization,disease,corneal neovascularization,2247,FGF2,bFGF,CTD_human,9301478,Experiments examining thalidomide's enantiomers reveal-that the S(-)-enantiomer has the strongest antiangiogenic activity in VEGF-induced and bFGF-induced corneal neovascularization.,0.20300763924902696,"Experiments examining thalidomide's enantiomers reveal-that the S(-)-enantiomer has the strongest antiangiogenic activity in VEGF-induced and <span class=""gene"" id=""9301478-4-142-146"">bFGF</span>-induced <span class=""disease"" id=""9301478-4-155-181"">corneal neovascularization</span>.",CTD_human
1,0,Biomarker,C0034069,Pulmonary Fibrosis,disease,pulmonary fibrosis,2252,FGF7,Keratinocyte growth factor,CTD_human,15677771,Keratinocyte growth factor expression by fibroblasts in pulmonary fibrosis: poor response to interleukin-1beta.,0.200274726784213,"<span class=""gene"" id=""15677771-0-0-26"">Keratinocyte growth factor</span> expression by fibroblasts in <span class=""disease"" id=""15677771-0-56-74"">pulmonary fibrosis</span>: poor response to interleukin-1beta.",CTD_human
1,0,Biomarker,C2936346,22q11 Deletion Syndrome,disease,22q11 deletion syndrome,2253,FGF8,Fgf8,CTD_human,12223415,An Fgf8 mouse mutant phenocopies human 22q11 deletion syndrome.,0.200274726784213,"An <span class=""gene"" id=""12223415-0-3-7"">Fgf8</span> mouse mutant phenocopies human <span class=""disease"" id=""12223415-0-39-62"">22q11 deletion syndrome</span>.",CTD_human
1,0,Biomarker,C0001418,Adenocarcinoma,group,adenocarcinomas,2254,FGF9,FGF-9,CTD_human,20464547,FGF-9 staining intensity was positively correlated with status of disease and degree of lymph node metastasis in these lung adenocarcinomas.,0.200274726784213,"<span class=""gene"" id=""20464547-9-0-5"">FGF-9</span> staining intensity was positively correlated with status of disease and degree of lymph node metastasis in these lung <span class=""disease"" id=""20464547-9-124-139"">adenocarcinomas</span>.",CTD_human
1,0,Biomarker,C0007131,Non-Small Cell Lung Carcinoma,disease,NSCLC,2254,FGF9,FGF-9,CTD_human,19358281,We further compared AhR and FGF-9 expression in 146 non-small cell lung cancer (NSCLC) cases by immunohistochemistry.,0.201373633921065,"We further compared AhR and <span class=""gene"" id=""19358281-11-28-33"">FGF-9</span> expression in 146 <span class=""disease"" id=""19358281-11-52-78"">non-small cell lung cancer</span> (<span class=""disease"" id=""19358281-11-80-85"">NSCLC</span>) cases by immunohistochemistry.",CTD_human
1,0,Biomarker,C0009241,Cognition Disorders,group,cognitive impairments,2259,FGF14,SCA27,CTD_human,26089778,"Genetically inherited mutations in the fibroblast growth factor 14 (FGF14) gene lead to spinocerebellar ataxia type 27 (SCA27), an autosomal dominant disorder characterized by heterogeneous motor and cognitive impairments.",0.200274726784213,"Genetically inherited mutations in the <span class=""gene"" id=""26089778-1-39-66"">fibroblast growth factor 14</span> (<span class=""gene"" id=""26089778-1-68-73"">FGF14</span>) gene lead to spinocerebellar ataxia type 27 (<span class=""gene"" id=""26089778-1-120-125"">SCA27</span>), an autosomal dominant disorder characterized by heterogeneous motor and <span class=""disease"" id=""26089778-1-200-221"">cognitive impairments</span>.",CTD_human
2,2,Biomarker,C1836383,SPINOCEREBELLAR ATAXIA 27,disease,SCA27,2259,FGF14,FGF14,CTD_human,26089778,These results provide evidence of a critical role of FGF14 in maintaining presynaptic function at PF-Purkinje neuron synapses highlighting critical target mechanisms to recapitulate the complexity of the SCA27 disease.,0.6802747267842131,"These results provide evidence of a critical role of <span class=""gene"" id=""26089778-9-53-58"">FGF14</span> in maintaining presynaptic function at PF-Purkinje neuron synapses highlighting critical target mechanisms to recapitulate the complexity of the <span class=""disease"" id=""26089778-9-204-209"">SCA27</span> disease.",CTD_human;ORPHANET;UNIPROT
5,0,Biomarker,C0011581,Depressive disorder,disease,depression,2260,FGFR1,FGFR1,CTD_human,16861106,"We found raised measures of FGFR1 mRNA+ in major depression and, less so, in schizophrenia, along with reduced FGF-2 mRNA density in depression.",0.6,"We found raised measures of <span class=""gene"" id=""16861106-10-28-33"">FGFR1</span> mRNA+ in major depression and, less so, in schizophrenia, along with reduced FGF-2 mRNA density in <span class=""disease"" id=""16861106-10-133-143"">depression</span>.",CTD_human;HPO;PSYGENET
2,0,Biomarker,C0027022,Myeloproliferative disease,group,myeloproliferative neoplasm,2260,FGFR1,FGFR1,CTD_human,22875613,"The 8p11 myeloproliferative syndrome is a rare, aggressive myeloproliferative neoplasm characterized by constitutively active FGFR1 fusion proteins that arise from specific chromosomal translocations and which drive aberrant proliferation.",0.212073623128059,"The 8p11 myeloproliferative syndrome is a rare, aggressive <span class=""disease"" id=""22875613-1-59-86"">myeloproliferative neoplasm</span> characterized by constitutively active <span class=""gene"" id=""22875613-1-126-131"">FGFR1</span> fusion proteins that arise from specific chromosomal translocations and which drive aberrant proliferation.",CTD_human
1,0,Biomarker,C0036341,Schizophrenia,disease,schizophrenia,2260,FGFR1,FGFR1,CTD_human,16861106,"Hippocampal FGF-2 and FGFR1 mRNA expression in major depression, schizophrenia and bipolar disorder.",0.202681755307501,"Hippocampal FGF-2 and <span class=""gene"" id=""16861106-0-22-27"">FGFR1</span> mRNA expression in major depression, <span class=""disease"" id=""16861106-0-65-78"">schizophrenia</span> and bipolar disorder.",CTD_human
4,0,Biomarker,C0005695,Bladder Neoplasm,disease,bladder cancer,2261,FGFR3,FGFR3,CTD_human,21936542,"On the basis of its in vitro profile, compound 1h (NVP-BGJ398) was selected for in vivo evaluation and showed significant antitumor activity in RT112 bladder cancer xenografts models overexpressing wild-type FGFR3.",0.252659731573388,"On the basis of its in vitro profile, compound 1h (NVP-BGJ398) was selected for in vivo evaluation and showed significant antitumor activity in RT112 <span class=""disease"" id=""21936542-2-150-164"">bladder cancer</span> xenografts models overexpressing wild-type <span class=""gene"" id=""21936542-2-208-213"">FGFR3</span>.",CTD_human
4,0,Biomarker,C0005695,Bladder Neoplasm,disease,bladder cancer,2261,FGFR3,FGFR3,CTD_human,19855393,Massively parallel sequencing of sperm DNA showed that levels of the FGFR3 mutation increase with paternal age and that the mutation spectrum at the Lys650 codon is similar to that observed in bladder cancer.,0.252659731573388,"Massively parallel sequencing of sperm DNA showed that levels of the <span class=""gene"" id=""19855393-4-69-74"">FGFR3</span> mutation increase with paternal age and that the mutation spectrum at the Lys650 codon is similar to that observed in <span class=""disease"" id=""19855393-4-193-207"">bladder cancer</span>.",CTD_human
1,0,Biomarker,C0036631,Seminoma,disease,seminomas,2261,FGFR3,FGFR3,CTD_human,19855393,Most spermatocytic seminomas show increased immunoreactivity for FGFR3 and/or HRAS.,0.200274726784213,"Most spermatocytic <span class=""disease"" id=""19855393-5-19-28"">seminomas</span> show increased immunoreactivity for <span class=""gene"" id=""19855393-5-65-70"">FGFR3</span> and/or HRAS.",CTD_human
1,0,Biomarker,C0039743,Thanatophoric Dysplasia,disease,thanatophoric dysplasia,2261,FGFR3,FGFR3,CTD_human,19855393,"Screening of 30 spermatocytic seminomas for oncogenic mutations in 17 genes identified 2 mutations in FGFR3 (both 1948A>G, encoding K650E, which causes thanatophoric dysplasia in the germline) and 5 mutations in HRAS.",0.231679860390191,"Screening of 30 spermatocytic seminomas for oncogenic mutations in 17 genes identified 2 mutations in <span class=""gene"" id=""19855393-3-102-107"">FGFR3</span> (both 1948A&gt;G, encoding K650E, which causes <span class=""disease"" id=""19855393-3-152-175"">thanatophoric dysplasia</span> in the germline) and 5 mutations in HRAS.",CTD_human
3,1,Biomarker,C2677099,CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder),disease,Crouzon syndrome with Acanthosis Nigricans,2261,FGFR3,FGFR3,CTD_human,23437153,The A391E mutation in fibroblast growth factor receptor 3 (FGFR3) is the genetic cause for Crouzon syndrome with Acanthosis Nigricans.,0.6019230874894921,"The A391E mutation in <span class=""gene"" id=""23437153-1-22-57"">fibroblast growth factor receptor 3</span> (<span class=""gene"" id=""23437153-1-59-64"">FGFR3</span>) is the genetic cause for <span class=""disease"" id=""23437153-1-91-133"">Crouzon syndrome with Acanthosis Nigricans</span>.",CTD_human;ORPHANET;UNIPROT
1,1,Therapeutic,C0027726,Nephrotic Syndrome,group,nephrotic syndrome,2262,GPC5,GPC5,CTD_human,21441931,Common variation in GPC5 is associated with acquired nephrotic syndrome.,0.20054945356842604,"Common variation in <span class=""gene"" id=""21441931-0-20-24"">GPC5</span> is associated with acquired <span class=""disease"" id=""21441931-0-53-71"">nephrotic syndrome</span>.",CTD_human
3,0,Biomarker,C0010278,Craniosynostosis,disease,craniosynostosis,2263,FGFR2,FGFR2,CTD_human,8957519,FGFR2 mutation in clinically nonclassifiable autosomal dominant craniosynostosis with pronounced phenotypic variation.,0.44045676210769297,"<span class=""gene"" id=""8957519-0-0-5"">FGFR2</span> mutation in clinically nonclassifiable autosomal dominant <span class=""disease"" id=""8957519-0-64-80"">craniosynostosis</span> with pronounced phenotypic variation.",CTD_human;HPO
2,17,Biomarker,C1708350,Hereditary Leiomyomatosis and Renal Cell Cancer,disease,Reed's syndrome,2271,FH,fumarate hydratase,CTD_human,16403393,Genetic sequencing demonstrated a novel mutation in the fumarate hydratase gene that confirmed the diagnosis of Reed's syndrome.,0.6178572409738521,"Genetic sequencing demonstrated a novel mutation in the <span class=""gene"" id=""16403393-3-56-74"">fumarate hydratase</span> gene that confirmed the diagnosis of <span class=""disease"" id=""16403393-3-112-127"">Reed's syndrome</span>.",CTD_human;HPO;ORPHANET;UNIPROT
1,0,Biomarker,C0007131,Non-Small Cell Lung Carcinoma,disease,NSCLC,2272,FHIT,FHIT,CTD_human,11788890,"We examined aberrant expression of the Fhit protein and allele loss at the FHIT gene in a series of lung cancer cases, mainly of non-small cell carcinoma (NSCLC) histology.",0.208241803526393,"We examined aberrant expression of the <span class=""gene"" id=""11788890-2-39-43"">Fhit</span> protein and allele loss at the <span class=""gene"" id=""11788890-2-75-79"">FHIT</span> gene in a series of lung cancer cases, mainly of non-small cell carcinoma (<span class=""disease"" id=""11788890-2-155-160"">NSCLC</span>) histology.",CTD_human
1,1,Biomarker,C0004096,Asthma,disease,asthmatics,22806,IKZF3,IKAROS family zinc finger 3 (Aiolo,CTD_human,25256354,"In the Swedish Search study, we found significant differences in DNA methylation between asthmatics and controls in five CpG sites; after adjusting for lymphocyte and neutrophil cell counts, three remained significant: one in IKZF3 [IKAROS family zinc finger 3 (Aiolos); cg16293631] and two in the CpG island (CGI) of ORMDL3 (cg02305874 and cg16638648).",0.201098907136852,"In the Swedish Search study, we found significant differences in DNA methylation between <span class=""disease"" id=""25256354-5-89-99"">asthmatics</span> and controls in five CpG sites; after adjusting for lymphocyte and neutrophil cell counts, three remained significant: one in <span class=""gene"" id=""25256354-5-226-231"">IKZF3</span> [<span class=""gene"" id=""25256354-5-233-267"">IKAROS family zinc finger 3 (Aiolo</span>s); cg16293631] and two in the CpG island (CGI) of ORMDL3 (cg02305874 and cg16638648).",CTD_human
1,0,Biomarker,C0345967,Malignant mesothelioma,disease,MM,22820,COPG1,COPG1,CTD_human,26463840,BAP1 and COPG1 mutations were seen exclusively in MM.,0.200274726784213,"BAP1 and <span class=""gene"" id=""26463840-10-9-14"">COPG1</span> mutations were seen exclusively in <span class=""disease"" id=""26463840-10-50-52"">MM</span>.",CTD_human
1,0,Biomarker,C0005586,Bipolar Disorder,disease,bipolar disorder,22854,NTNG1,netrin-G1,CTD_human,17507910,Decreased mRNA expression of netrin-G1 and netrin-G2 in the temporal lobe in schizophrenia and bipolar disorder.,0.20054945356842604,"Decreased mRNA expression of <span class=""gene"" id=""17507910-0-29-38"">netrin-G1</span> and netrin-G2 in the temporal lobe in schizophrenia and <span class=""disease"" id=""17507910-0-95-111"">bipolar disorder</span>.",CTD_human
1,0,Biomarker,C0036341,Schizophrenia,disease,schizophrenia,22854,NTNG1,netrin-G1,CTD_human,17507910,Decreased mRNA expression of netrin-G1 and netrin-G2 in the temporal lobe in schizophrenia and bipolar disorder.,0.21220296946569503,"Decreased mRNA expression of <span class=""gene"" id=""17507910-0-29-38"">netrin-G1</span> and netrin-G2 in the temporal lobe in <span class=""disease"" id=""17507910-0-77-90"">schizophrenia</span> and bipolar disorder.",CTD_human
1,2,Biomarker,C0011615,"Dermatitis, Atopic",disease,atopic dermatitis,22891,ZNF365,ZNF365,CTD_human,23042114,"On the basis of data from a genome-wide association study (GWAS) and a validation study comprising a total of 3,328 subjects with atopic dermatitis and 14,992 controls in the Japanese population, we report here 8 new susceptibility loci: IL1RL1-IL18R1-IL18RAP (P(combined) = 8.36 × 10(-18)), the major histocompatibility complex (MHC) region (P = 8.38 × 10(-20)), OR10A3-NLRP10 (P = 1.54 × 10(-22)), GLB1 (P = 2.77 × 10(-16)), CCDC80 (P = 1.56 × 10(-19)), CARD11 (P = 7.83 × 10(-9)), ZNF365 (P = 5.85 × 10(-20)) and CYP24A1-PFDN4 (P = 1.65 × 10(-8)).",0.2,"On the basis of data from a genome-wide association study (GWAS) and a validation study comprising a total of 3,328 subjects with <span class=""disease"" id=""23042114-2-130-147"">atopic dermatitis</span> and 14,992 controls in the Japanese population, we report here 8 new susceptibility loci: IL1RL1-IL18R1-IL18RAP (P(combined) = 8.36 &times; 10(-18)), the major histocompatibility complex (MHC) region (P = 8.38 &times; 10(-20)), OR10A3-NLRP10 (P = 1.54 &times; 10(-22)), GLB1 (P = 2.77 &times; 10(-16)), CCDC80 (P = 1.56 &times; 10(-19)), CARD11 (P = 7.83 &times; 10(-9)), <span class=""gene"" id=""23042114-2-484-490"">ZNF365</span> (P = 5.85 &times; 10(-20)) and CYP24A1-PFDN4 (P = 1.65 &times; 10(-8)).",CTD_human
